match_id,possession,team,period,action_number,event_id,index,minute,second,duration,player,player_id,position,type,location,location_x,location_y,pass_end_location,carry_end_location,pass_length,pass_angle,pass_height,pass_type,pass_outcome,pass_recipient,play_pattern,end_x,end_y,under_pressure_flag,outcome_label_x,outcome_label_y,reached_40_flag,reached_60_flag,analysis_end_action_number_to_40,analysis_end_action_number_to_60,big_pattern_to_40_id,big_pattern_to_40_name,big_pattern_to_60_id,big_pattern_to_60_name,first_3_relation_id,first_3_relation_name,position_11,is_in_to_40_window,is_in_to_60_window
4005039,84,Famalicão,1,7,0a4624f9-5dcf-559c-ab84-b1dc774ee384,1187,34,18,2.082,Gustavo Filipe Alves Freitas Azevedo Sá,299291.0,Center Attacking Midfield,Pass,"[47.4, 9.1]",47.4,9.1,"[41.5, 56.0]",,47.27,1.695939,Ground Pass,,,Leonardo Javier Realpe Montaño,Regular Play,41.5,56.0,False,success_partial,success_partial,1,0,4,9,5,outer_inner_exit,5,outer_inner_exit,2,GR-Médios,AM,0,1
4005039,84,Famalicão,1,8,b82be8a1-7a37-5090-85ef-4fd88d01da75,1189,34,20,3.495,Leonardo Javier Realpe Montaño,44099.0,Right Center Back,Carry,"[41.5, 56.0]",41.5,56.0,,"[51.2, 58.4]",,,,,,,Regular Play,51.2,58.4,True,success_partial,success_partial,1,0,4,9,5,outer_inner_exit,5,outer_inner_exit,2,GR-Médios,RCB,0,1
4005039,84,Famalicão,1,9,e2bb1710-9675-5fb7-ab76-7df6cd9aa600,1191,34,24,3.325,Leonardo Javier Realpe Montaño,44099.0,Right Center Back,Pass,"[51.2, 58.4]",51.2,58.4,"[107.2, 44.5]",,57.7,-0.243297,High Pass,,Incomplete,Simon Elisor,Regular Play,107.2,44.5,True,success_partial,success_partial,1,0,4,9,5,outer_inner_exit,5,outer_inner_exit,2,GR-Médios,RCB,0,1
4005039,100,Famalicão,1,1,65eb9ae1-27e6-5587-a816-e9c8871e0d7c,1533,41,9,1.156,Leonardo Javier Realpe Montaño,44099.0,Right Center Back,Pass,"[12.6, 38.9]",12.6,38.9,"[17.4, 36.9]",,5.2,-0.394791,Ground Pass,,,Justin de Haas,Regular Play,17.4,36.9,False,success_total,success_total,1,1,6,6,4,center_exit_pattern,4,center_exit_pattern,9,GK/CB-CB-MC,RCB,1,1
4005039,100,Famalicão,1,2,4471f5b9-5e60-5370-a216-4470c7dd1902,1535,41,12,1.402,Justin de Haas,21721.0,Left Center Back,Pass,"[14.9, 36.5]",14.9,36.5,"[33.5, 35.2]",,18.65,-0.069779,Ground Pass,,,Gustavo Filipe Alves Freitas Azevedo Sá,Regular Play,33.5,35.2,False,success_total,success_total,1,1,6,6,4,center_exit_pattern,4,center_exit_pattern,9,GK/CB-CB-MC,LCB,1,1
4005039,100,Famalicão,1,3,22f96a68-3366-5da6-b124-414134771bf1,1537,41,14,1.516,Gustavo Filipe Alves Freitas Azevedo Sá,299291.0,Center Attacking Midfield,Pass,"[33.4, 44.8]",33.4,44.8,"[35.5, 61.0]",,16.34,1.441886,Ground Pass,,,Gil Bastião Dias,Regular Play,35.5,61.0,False,success_total,success_total,1,1,6,6,4,center_exit_pattern,4,center_exit_pattern,9,GK/CB-CB-MC,AM,1,1
4005039,100,Famalicão,1,4,a98a811b-6504-5a94-b86c-e19651294f87,1539,41,20,1.755,Gil Bastião Dias,4399.0,Right Wing,Pass,"[49.8, 69.9]",49.8,69.9,"[63.3, 58.8]",,17.48,-0.688145,Ground Pass,,,Gustavo Filipe Alves Freitas Azevedo Sá,Regular Play,63.3,58.8,False,success_total,success_total,1,1,6,6,4,center_exit_pattern,4,center_exit_pattern,9,GK/CB-CB-MC,RW,1,1
4005039,100,Famalicão,1,5,a4c5b3e5-942e-5fdb-8928-d755d842d5cc,1541,41,22,1.884,Gustavo Filipe Alves Freitas Azevedo Sá,299291.0,Center Attacking Midfield,Carry,"[63.3, 58.8]",63.3,58.8,,"[70.7, 53.2]",,,,,,,Regular Play,70.7,53.2,False,success_total,success_total,1,1,6,6,4,center_exit_pattern,4,center_exit_pattern,9,GK/CB-CB-MC,AM,1,1
4005039,100,Famalicão,1,6,e1f6137b-db9e-53ae-a0e3-f1492943ff8e,1542,41,24,1.706,Gustavo Filipe Alves Freitas Azevedo Sá,299291.0,Center Attacking Midfield,Pass,"[70.7, 53.2]",70.7,53.2,"[64.9, 34.1]",,19.96,-1.865612,Ground Pass,,,Mathias De Amorim,Regular Play,64.9,34.1,False,success_total,success_total,1,1,6,6,4,center_exit_pattern,4,center_exit_pattern,9,GK/CB-CB-MC,AM,1,1
4005039,100,Famalicão,1,7,f06b81bc-2d4f-526e-8e2a-e82550c3ac1c,1544,41,26,2.263,Mathias De Amorim,405601.0,Left Defensive Midfield,Carry,"[64.9, 34.1]",64.9,34.1,,"[76.2, 24.4]",,,,,,,Regular Play,76.2,24.4,False,success_total,success_total,1,1,6,6,4,center_exit_pattern,4,center_exit_pattern,9,GK/CB-CB-MC,DM,0,0
