origin_position_11,destination_position_11,n_passes,window,pattern_name
AM,RCB,2,to_60,switch_of_play
DM,GK,2,to_60,other_pattern
DM,RB,2,to_60,other_pattern
LCB,DM,2,to_60,outer_inner_exit
DM,DM,2,to_60,outer_inner_exit
RCB,LW,2,to_60,interior_exterior_same_side
RB,CM,2,to_60,interior_exterior_opposite_side
LCB,CM,2,to_60,outer_inner_exit
CM,DM,2,to_60,outer_inner_exit
CM,DM,2,to_60,switch_of_play
RB,CM,2,to_60,switch_of_play
RCB,CM,2,to_60,switch_of_play
LW,LB,2,to_60,switch_of_play
AM,DM,1,to_60,outer_inner_exit
AM,RCB,1,to_60,outer_inner_exit
LCB,AM,1,to_60,center_exit_pattern
RCB,CM,1,to_60,interior_exterior_opposite_side
CM,LCB,1,to_60,interior_exterior_opposite_side
CM,CF,1,to_60,interior_exterior_opposite_side
CF,DM,1,to_60,interior_exterior_opposite_side
RCB,RW,1,to_60,switch_of_play
CM,RW,1,to_60,interior_exterior_same_side
LCB,CM,1,to_60,center_exit_pattern
RW,CF,1,to_60,interior_exterior_same_side
GK,LB,1,to_60,center_exit_pattern
LB,LCB,1,to_60,center_exit_pattern
GK,CM,1,to_60,interior_exterior_same_side
CM,CM,1,to_60,interior_exterior_same_side
CF,LCB,1,to_60,center_exit_pattern
RCB,AM,1,to_60,interior_exterior_opposite_side
GK,DM,1,to_60,outer_inner_exit
DM,RCB,1,to_60,outer_inner_exit
RCB,LW,1,to_60,switch_of_play
RB,CF,1,to_60,switch_of_play
AM,LW,1,to_60,interior_exterior_opposite_side
LW,AM,1,to_60,interior_exterior_opposite_side
DM,DM,1,to_60,interior_exterior_opposite_side
DM,RW,1,to_60,interior_exterior_opposite_side
RW,DM,1,to_60,interior_exterior_opposite_side
GK,CF,1,to_60,center_exit_pattern
AM,LW,1,to_60,outer_inner_exit
LW,RW,1,to_60,outer_inner_exit
LW,AM,1,to_60,interior_exterior_same_side
RCB,RW,1,to_60,outer_inner_exit
GK,CF,1,to_60,interior_exterior_same_side
LCB,RB,1,to_60,interior_exterior_opposite_side
DM,RCB,1,to_60,other_pattern
CF,DM,1,to_60,outer_inner_exit
RB,LW,1,to_60,interior_exterior_opposite_side
AM,LB,1,to_60,outer_inner_exit
CF,RB,1,to_60,interior_exterior_same_side
RW,RB,1,to_60,switch_of_play
LW,AM,1,to_60,switch_of_play
DM,LW,1,to_60,outer_inner_exit
RCB,LB,1,to_60,outer_inner_exit
LW,AM,1,to_60,outer_inner_exit
RB,DM,1,to_60,interior_exterior_opposite_side
DM,LB,1,to_60,other_pattern
DM,CF,1,to_60,other_pattern
CF,RW,1,to_60,other_pattern
LB,CF,1,to_60,outer_inner_exit
AM,RB,1,to_60,interior_exterior_opposite_side
RW,DM,1,to_60,outer_inner_exit
LW,DM,1,to_60,interior_exterior_opposite_side
LB,RW,1,to_60,other_pattern
LB,CM,1,to_60,other_pattern
CF,LB,1,to_60,interior_exterior_opposite_side
DM,GK,1,to_60,center_exit_pattern
GK,RW,1,to_60,interior_exterior_same_side
CF,RB,1,to_60,outer_inner_exit
LB,CM,1,to_60,interior_exterior_opposite_side
GK,CF,1,to_60,outer_inner_exit
CF,RCB,1,to_60,outer_inner_exit
RCB,CM,1,to_60,outer_inner_exit
RB,CF,1,to_60,other_pattern
LB,AM,1,to_60,interior_exterior_same_side
LCB,RB,1,to_60,other_pattern
AM,RB,1,to_60,other_pattern
LW,CF,1,to_60,outer_inner_exit
LCB,CF,1,to_60,outer_inner_exit
CF,AM,1,to_60,outer_inner_exit
LB,CF,1,to_60,switch_of_play
LCB,AM,1,to_60,switch_of_play
RCB,RCB,1,to_60,center_exit_pattern
DM,CF,1,to_60,interior_exterior_same_side
CF,RW,1,to_60,outer_inner_exit
RB,GK,1,to_60,outer_inner_exit
GK,LW,1,to_60,interior_exterior_same_side
LW,LCB,1,to_60,interior_exterior_same_side
GK,RW,1,to_60,outer_inner_exit
LB,DM,1,to_60,other_pattern
DM,DM,1,to_60,other_pattern
LW,DM,1,to_60,outer_inner_exit
DM,GK,1,to_60,outer_inner_exit
DM,DM,1,to_60,center_exit_pattern
LCB,RB,1,to_60,switch_of_play
RCB,LW,1,to_60,center_exit_pattern
GK,RW,1,to_60,switch_of_play
LW,RCB,1,to_60,interior_exterior_same_side
LCB,AM,1,to_60,interior_exterior_same_side
RCB,GK,1,to_60,outer_inner_exit
DM,LB,1,to_60,outer_inner_exit
LCB,CM,1,to_60,switch_of_play
RCB,CM,1,to_60,center_exit_pattern
RCB,RW,1,to_60,interior_exterior_opposite_side
RW,LCB,1,to_60,interior_exterior_opposite_side
DM,GK,1,to_60,switch_of_play
AM,CF,1,to_60,switch_of_play
AM,CF,1,to_60,interior_exterior_same_side
RCB,RCB,1,to_60,outer_inner_exit
RB,RB,1,to_60,outer_inner_exit
RB,DM,1,to_60,outer_inner_exit
LB,CF,1,to_60,interior_exterior_opposite_side
LW,CM,1,to_60,switch_of_play
RB,DM,1,to_60,other_pattern
LB,CM,1,to_60,interior_exterior_same_side
CM,LCB,1,to_60,interior_exterior_same_side
CM,RCB,1,to_60,interior_exterior_same_side
CM,DM,1,to_60,interior_exterior_opposite_side
GK,RB,1,to_60,center_exit_pattern
RB,CM,1,to_60,center_exit_pattern
CM,DM,1,to_60,center_exit_pattern
DM,LB,1,to_60,center_exit_pattern
LW,RB,1,to_60,interior_exterior_opposite_side
CM,RB,1,to_60,switch_of_play
RW,CM,1,to_60,switch_of_play
CF,LCB,1,to_60,outer_inner_exit
LW,CM,1,to_60,interior_exterior_same_side
RB,GK,1,to_60,interior_exterior_same_side
LCB,RW,1,to_60,interior_exterior_same_side
LCB,CF,1,to_60,interior_exterior_same_side
CF,LCB,1,to_60,interior_exterior_same_side
AM,LCB,1,to_60,switch_of_play
RB,LCB,1,to_60,switch_of_play
GK,LW,1,to_60,outer_inner_exit
AM,RW,1,to_60,outer_inner_exit
LB,DM,1,to_60,interior_exterior_opposite_side
DM,CF,1,to_60,switch_of_play
CF,DM,1,to_60,switch_of_play
CF,LB,1,to_60,interior_exterior_same_side
LCB,RW,1,to_60,switch_of_play
RW,RCB,1,to_60,interior_exterior_same_side
GK,LB,1,to_60,interior_exterior_opposite_side
CM,CM,1,to_60,outer_inner_exit
RB,RW,1,to_60,other_pattern
CM,LW,1,to_60,switch_of_play
LW,CF,1,to_60,switch_of_play
CF,LB,1,to_60,switch_of_play
RB,LB,1,to_60,switch_of_play
